11:38:52.494404 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.44, length 46
11:38:52.695113 IP 10.12.100.44.63818 > 10.12.19.23.1419: UDP, length 0
11:39:01.632807 IP 10.12.100.44.63819 > 10.12.19.23.1042: UDP, length 0
11:39:01.635127 IP 10.12.100.44.63819 > 10.12.19.23.52225: UDP, length 0
11:39:01.637399 IP 10.12.100.44.63819 > 10.12.19.23.49396: UDP, length 0
11:39:01.637418 IP 10.12.100.44.63819 > 10.12.19.23.1051: UDP, length 0
11:39:01.639752 IP 10.12.100.44.63819 > 10.12.19.23.17616: UDP, length 0
11:39:01.659139 IP 10.12.100.44.63818 > 10.12.19.23.42056: UDP, length 0
11:39:01.674372 IP 10.12.100.44.63818 > 10.12.19.23.69:  0 [|tftp]
11:39:01.676886 IP 10.12.100.44.63818 > 10.12.19.23.61319: UDP, length 0
11:39:01.679377 IP 10.12.100.44.63818 > 10.12.19.23.5002: UDP, length 0
11:39:01.681550 IP 10.12.100.44.63818 > 10.12.19.23.49503: UDP, length 0
11:39:01.683650 IP 10.12.100.44.63818 > 10.12.19.23.27015: UDP, length 0
11:39:01.685879 IP 10.12.100.44.63818 > 10.12.19.23.18676: UDP, length 0
11:39:01.688494 IP 10.12.100.44.63818 > 10.12.19.23.17683: UDP, length 0
11:39:01.688517 IP 10.12.100.44.63818 > 10.12.19.23.42: UDP, length 0
11:39:01.690611 IP 10.12.100.44.63818 > 10.12.19.23.2223: UDP, length 0
11:39:01.709489 IP 10.12.100.44.63819 > 10.12.19.23.42056: UDP, length 0
11:39:01.724594 IP 10.12.100.44.63819 > 10.12.19.23.69:  0 [|tftp]
11:39:01.727173 IP 10.12.100.44.63819 > 10.12.19.23.61319: UDP, length 0
11:39:01.729413 IP 10.12.100.44.63819 > 10.12.19.23.5002: UDP, length 0
11:39:01.731850 IP 10.12.100.44.63819 > 10.12.19.23.49503: UDP, length 0
11:39:01.734155 IP 10.12.100.44.63819 > 10.12.19.23.27015: UDP, length 0
11:39:01.736567 IP 10.12.100.44.63819 > 10.12.19.23.18676: UDP, length 0
11:39:01.738791 IP 10.12.100.44.63819 > 10.12.19.23.42: UDP, length 0
11:39:01.738810 IP 10.12.100.44.63819 > 10.12.19.23.17683: UDP, length 0
11:39:01.741089 IP 10.12.100.44.63819 > 10.12.19.23.2223: UDP, length 0
11:39:01.759869 IP 10.12.100.44.63818 > 10.12.19.23.49184: UDP, length 0
11:39:01.774909 IP 10.12.100.44.63818 > 10.12.19.23.31337: UDP, length 0
11:39:01.777557 IP 10.12.100.44.63818 > 10.12.19.23.1701:  [|l2tp]
11:39:01.780001 IP 10.12.100.44.63818 > 10.12.19.23.41971: UDP, length 0
11:39:01.782265 IP 10.12.100.44.63818 > 10.12.19.23.51554: UDP, length 0
11:39:01.784683 IP 10.12.100.44.63818 > 10.12.19.23.51456: UDP, length 0
11:39:01.786935 IP 10.12.100.44.63818 > 10.12.19.23.9103: UDP, length 0
11:39:01.789280 IP 10.12.100.44.63818 > 10.12.19.23.1034: UDP, length 0
11:39:01.789290 IP 10.12.100.44.63818 > 10.12.19.23.18605: UDP, length 0
11:39:01.791587 IP 10.12.100.44.63818 > 10.12.19.23.1031: UDP, length 0
11:39:01.810611 IP 10.12.100.44.63819 > 10.12.19.23.49184: UDP, length 0
11:39:01.824988 IP 10.12.100.44.63819 > 10.12.19.23.31337: UDP, length 0
11:39:01.827717 IP 10.12.100.44.63819 > 10.12.19.23.1701:  [|l2tp]
11:39:01.830201 IP 10.12.100.44.63819 > 10.12.19.23.41971: UDP, length 0
11:39:01.832668 IP 10.12.100.44.63819 > 10.12.19.23.51554: UDP, length 0
11:39:01.834995 IP 10.12.100.44.63819 > 10.12.19.23.51456: UDP, length 0
11:39:01.837158 IP 10.12.100.44.63819 > 10.12.19.23.9103: UDP, length 0
11:39:01.839660 IP 10.12.100.44.63819 > 10.12.19.23.18605: UDP, length 0
11:39:01.839746 IP 10.12.100.44.63819 > 10.12.19.23.1034: UDP, length 0
11:39:01.842011 IP 10.12.100.44.63819 > 10.12.19.23.1031: UDP, length 0
11:39:01.861010 IP 10.12.100.44.63818 > 10.12.19.23.21303: UDP, length 0
11:39:01.874999 IP 10.12.100.44.63818 > 10.12.19.23.49163: UDP, length 0
11:39:01.878243 IP 10.12.100.44.63818 > 10.12.19.23.1008: UDP, length 0
11:39:01.880657 IP 10.12.100.44.63818 > 10.12.19.23.33872: UDP, length 0
11:39:01.882926 IP 10.12.100.44.63818 > 10.12.19.23.42431: UDP, length 0
11:39:01.885356 IP 10.12.100.44.63818 > 10.12.19.23.1719: UDP, length 0
11:39:01.887621 IP 10.12.100.44.63818 > 10.12.19.23.21568: UDP, length 0
11:39:01.889856 IP 10.12.100.44.63818 > 10.12.19.23.3296: UDP, length 0
11:39:01.889872 IP 10.12.100.44.63818 > 10.12.19.23.19482: UDP, length 0
11:39:01.892124 IP 10.12.100.44.63818 > 10.12.19.23.29256: UDP, length 0
11:39:01.911288 IP 10.12.100.44.63819 > 10.12.19.23.21303: UDP, length 0
11:39:01.925180 IP 10.12.100.44.63819 > 10.12.19.23.49163: UDP, length 0
11:39:01.928651 IP 10.12.100.44.63819 > 10.12.19.23.1008: UDP, length 0
11:39:01.930931 IP 10.12.100.44.63819 > 10.12.19.23.33872: UDP, length 0
11:39:01.932995 IP 10.12.100.44.63819 > 10.12.19.23.42431: UDP, length 0
11:39:01.935960 IP 10.12.100.44.63819 > 10.12.19.23.1719: UDP, length 0
11:39:01.938188 IP 10.12.100.44.63819 > 10.12.19.23.21568: UDP, length 0
11:39:01.940635 IP 10.12.100.44.63819 > 10.12.19.23.19482: UDP, length 0
11:39:01.940643 IP 10.12.100.44.63819 > 10.12.19.23.3296: UDP, length 0
11:39:01.943013 IP 10.12.100.44.63819 > 10.12.19.23.29256: UDP, length 0
11:39:01.961232 IP 10.12.100.44.63818 > 10.12.19.23.1080: UDP, length 0
11:39:01.975540 IP 10.12.100.44.63818 > 10.12.19.23.32780: UDP, length 0
11:39:01.979195 IP 10.12.100.44.63818 > 10.12.19.23.34580: UDP, length 0
11:39:01.981532 IP 10.12.100.44.63818 > 10.12.19.23.20309: UDP, length 0
11:39:01.983919 IP 10.12.100.44.63818 > 10.12.19.23.1028: UDP, length 0
11:39:01.986187 IP 10.12.100.44.63818 > 10.12.19.23.2002: UDP, length 0
11:39:01.988561 IP 10.12.100.44.63818 > 10.12.19.23.49177: UDP, length 0
11:39:01.990893 IP 10.12.100.44.63818 > 10.12.19.23.20003: UDP, length 0
11:39:01.990899 IP 10.12.100.44.63818 > 10.12.19.23.800: UDP, length 0
11:39:01.993334 IP 10.12.100.44.63818 > 10.12.19.23.20126: UDP, length 0
11:39:02.011323 IP 10.12.100.44.63819 > 10.12.19.23.1080: UDP, length 0
11:39:02.025813 IP 10.12.100.44.63819 > 10.12.19.23.32780: UDP, length 0
11:39:02.029725 IP 10.12.100.44.63819 > 10.12.19.23.34580: UDP, length 0
11:39:02.032100 IP 10.12.100.44.63819 > 10.12.19.23.20309: UDP, length 0
11:39:02.034385 IP 10.12.100.44.63819 > 10.12.19.23.1028: UDP, length 0
11:39:02.036723 IP 10.12.100.44.63819 > 10.12.19.23.2002: UDP, length 0
11:39:02.039067 IP 10.12.100.44.63819 > 10.12.19.23.49177: UDP, length 0
11:39:02.041511 IP 10.12.100.44.63819 > 10.12.19.23.800: UDP, length 0
11:39:02.041537 IP 10.12.100.44.63819 > 10.12.19.23.20003: UDP, length 0
11:39:02.043841 IP 10.12.100.44.63819 > 10.12.19.23.20126: UDP, length 0
11:39:02.061524 IP 10.12.100.44.63818 > 10.12.19.23.120: UDP, length 0
11:39:02.076932 IP 10.12.100.44.63818 > 10.12.19.23.49226: UDP, length 0
11:39:02.080307 IP 10.12.100.44.63818 > 10.12.19.23.32778: UDP, length 0
11:39:02.082468 IP 10.12.100.44.63818 > 10.12.19.23.20464: UDP, length 0
11:39:02.084860 IP 10.12.100.44.63818 > 10.12.19.23.17331: UDP, length 0
11:39:02.087192 IP 10.12.100.44.63818 > 10.12.19.23.48255: UDP, length 0
11:39:02.089415 IP 10.12.100.44.63818 > 10.12.19.23.2160: UDP, length 0
11:39:02.091841 IP 10.12.100.44.63818 > 10.12.19.23.33744: UDP, length 0
11:39:02.091868 IP 10.12.100.44.63818 > 10.12.19.23.389: UDP, length 0
11:39:02.094086 IP 10.12.100.44.63818 > 10.12.19.23.28840: UDP, length 0
11:39:02.112128 IP 10.12.100.44.63819 > 10.12.19.23.120: UDP, length 0
11:39:02.127131 IP 10.12.100.44.63819 > 10.12.19.23.49226: UDP, length 0
11:39:02.130470 IP 10.12.100.44.63819 > 10.12.19.23.32778: UDP, length 0
11:39:02.132755 IP 10.12.100.44.63819 > 10.12.19.23.20464: UDP, length 0
11:39:02.135098 IP 10.12.100.44.63819 > 10.12.19.23.17331: UDP, length 0
11:39:02.137291 IP 10.12.100.44.63819 > 10.12.19.23.48255: UDP, length 0
11:39:02.139700 IP 10.12.100.44.63819 > 10.12.19.23.2160: UDP, length 0
11:39:02.141972 IP 10.12.100.44.63819 > 10.12.19.23.389: UDP, length 0
11:39:02.141979 IP 10.12.100.44.63819 > 10.12.19.23.33744: UDP, length 0
11:39:02.144308 IP 10.12.100.44.63819 > 10.12.19.23.28840: UDP, length 0
11:39:02.162954 IP 10.12.100.44.63818 > 10.12.19.23.22053: UDP, length 0
11:39:02.177302 IP 10.12.100.44.63818 > 10.12.19.23.21360: UDP, length 0
11:39:02.180608 IP 10.12.100.44.63818 > 10.12.19.23.60381: UDP, length 0
11:39:02.183051 IP 10.12.100.44.63818 > 10.12.19.23.34125: UDP, length 0
11:39:02.185249 IP 10.12.100.44.63818 > 10.12.19.23.49168: UDP, length 0
11:39:02.187643 IP 10.12.100.44.63818 > 10.12.19.23.17091: UDP, length 0
11:39:02.189888 IP 10.12.100.44.63818 > 10.12.19.23.37444: UDP, length 0
11:39:02.192133 IP 10.12.100.44.63818 > 10.12.19.23.49156: UDP, length 0
11:39:02.192140 IP 10.12.100.44.63818 > 10.12.19.23.16545: UDP, length 0
11:39:02.194566 IP 10.12.100.44.63818 > 10.12.19.23.54114: UDP, length 0
11:39:02.213060 IP 10.12.100.44.63819 > 10.12.19.23.22053: UDP, length 0
11:39:02.227530 IP 10.12.100.44.63819 > 10.12.19.23.21360: UDP, length 0
11:39:02.230750 IP 10.12.100.44.63819 > 10.12.19.23.60381: UDP, length 0
11:39:02.233090 IP 10.12.100.44.63819 > 10.12.19.23.34125: UDP, length 0
11:39:02.235780 IP 10.12.100.44.63819 > 10.12.19.23.49168: UDP, length 0
11:39:02.238057 IP 10.12.100.44.63819 > 10.12.19.23.17091: UDP, length 0
11:39:02.240429 IP 10.12.100.44.63819 > 10.12.19.23.37444: UDP, length 0
11:39:02.242545 IP 10.12.100.44.63819 > 10.12.19.23.16545: UDP, length 0
11:39:02.242552 IP 10.12.100.44.63819 > 10.12.19.23.49156: UDP, length 0
11:39:02.244964 IP 10.12.100.44.63819 > 10.12.19.23.54114: UDP, length 0
11:39:02.263999 IP 10.12.100.44.63818 > 10.12.19.23.49169: UDP, length 0
11:39:02.277715 IP 10.12.100.44.63818 > 10.12.19.23.24594: UDP, length 0
11:39:02.281454 IP 10.12.100.44.63818 > 10.12.19.23.19707: UDP, length 0
11:39:02.283738 IP 10.12.100.44.63818 > 10.12.19.23.539: UDP, length 0
11:39:02.285852 IP 10.12.100.44.63818 > 10.12.19.23.30303: UDP, length 0
11:39:02.288482 IP 10.12.100.44.63818 > 10.12.19.23.764: UDP, length 0
11:39:02.291126 IP 10.12.100.44.63818 > 10.12.19.23.1812: RADIUS, Access-Request (1), id: 0x00 length: 20
11:39:02.293270 IP 10.12.100.44.63818 > 10.12.19.23.6002: UDP, length 0
11:39:02.293280 IP 10.12.100.44.63818 > 10.12.19.23.34570: UDP, length 0
11:39:02.295433 IP 10.12.100.44.63818 > 10.12.19.23.18987: UDP, length 0
11:39:02.314722 IP 10.12.100.44.63819 > 10.12.19.23.49169: UDP, length 0
11:39:02.327998 IP 10.12.100.44.63819 > 10.12.19.23.24594: UDP, length 0
11:39:02.331698 IP 10.12.100.44.63819 > 10.12.19.23.19707: UDP, length 0
11:39:02.333989 IP 10.12.100.44.63819 > 10.12.19.23.539: UDP, length 0
11:39:02.336185 IP 10.12.100.44.63819 > 10.12.19.23.30303: UDP, length 0
11:39:02.338615 IP 10.12.100.44.63819 > 10.12.19.23.764: UDP, length 0
11:39:02.341405 IP 10.12.100.44.63819 > 10.12.19.23.1812: RADIUS, Access-Request (1), id: 0x00 length: 20
11:39:02.343820 IP 10.12.100.44.63819 > 10.12.19.23.34570: UDP, length 0
11:39:02.343839 IP 10.12.100.44.63819 > 10.12.19.23.6002: UDP, length 0
11:39:02.346032 IP 10.12.100.44.63819 > 10.12.19.23.18987: UDP, length 0
11:39:02.364999 IP 10.12.100.44.63818 > 10.12.19.23.903: UDP, length 0
11:39:02.378397 IP 10.12.100.44.63818 > 10.12.19.23.49189: UDP, length 0
11:39:02.381851 IP 10.12.100.44.63818 > 10.12.19.23.19605: UDP, length 0
11:39:02.384311 IP 10.12.100.44.63818 > 10.12.19.23.19687: UDP, length 0
11:39:02.386532 IP 10.12.100.44.63818 > 10.12.19.23.1065: UDP, length 0
11:39:02.388949 IP 10.12.100.44.63818 > 10.12.19.23.19625: UDP, length 0
11:39:02.391920 IP 10.12.100.44.63818 > 10.12.19.23.19600: UDP, length 0
11:39:02.394217 IP 10.12.100.44.63818 > 10.12.19.23.36384: UDP, length 0
11:39:02.394224 IP 10.12.100.44.63818 > 10.12.19.23.56141: UDP, length 0
11:39:02.396574 IP 10.12.100.44.63818 > 10.12.19.23.45685: UDP, length 0
11:39:02.415123 IP 10.12.100.44.63819 > 10.12.19.23.903: UDP, length 0
11:39:02.428956 IP 10.12.100.44.63819 > 10.12.19.23.49189: UDP, length 0
11:39:02.432384 IP 10.12.100.44.63819 > 10.12.19.23.19605: UDP, length 0
11:39:02.434752 IP 10.12.100.44.63819 > 10.12.19.23.19687: UDP, length 0
11:39:02.437078 IP 10.12.100.44.63819 > 10.12.19.23.1065: UDP, length 0
11:39:02.439466 IP 10.12.100.44.63819 > 10.12.19.23.19625: UDP, length 0
11:39:02.442102 IP 10.12.100.44.63819 > 10.12.19.23.19600: UDP, length 0
11:39:02.444333 IP 10.12.100.44.63819 > 10.12.19.23.56141: UDP, length 0
11:39:02.444377 IP 10.12.100.44.63819 > 10.12.19.23.36384: UDP, length 0
11:39:02.446610 IP 10.12.100.44.63819 > 10.12.19.23.45685: UDP, length 0
11:39:02.465245 IP 10.12.100.44.63818 > 10.12.19.23.62677: UDP, length 0
11:39:02.479184 IP 10.12.100.44.63818 > 10.12.19.23.20389: UDP, length 0
11:39:02.482878 IP 10.12.100.44.63818 > 10.12.19.23.20752: UDP, length 0
11:39:02.485042 IP 10.12.100.44.63818 > 10.12.19.23.19120: UDP, length 0
11:39:02.487555 IP 10.12.100.44.63818 > 10.12.19.23.683: UDP, length 0
11:39:02.489809 IP 10.12.100.44.63818 > 10.12.19.23.54094: UDP, length 0
11:39:02.492184 IP 10.12.100.44.63818 > 10.12.19.23.9: UDP, length 0
11:39:02.494526 IP 10.12.100.44.63818 > 10.12.19.23.19662: UDP, length 0
11:39:02.494535 IP 10.12.100.44.63818 > 10.12.19.23.55544: UDP, length 0
11:39:02.497113 IP 10.12.100.44.63818 > 10.12.19.23.1434: UDP, length 0
11:39:02.516078 IP 10.12.100.44.63819 > 10.12.19.23.62677: UDP, length 0
11:39:02.529607 IP 10.12.100.44.63819 > 10.12.19.23.20389: UDP, length 0
11:39:02.533035 IP 10.12.100.44.63819 > 10.12.19.23.20752: UDP, length 0
11:39:02.535110 IP 10.12.100.44.63819 > 10.12.19.23.19120: UDP, length 0
11:39:02.537587 IP 10.12.100.44.63819 > 10.12.19.23.683: UDP, length 0
11:39:02.539885 IP 10.12.100.44.63819 > 10.12.19.23.54094: UDP, length 0
11:39:02.542365 IP 10.12.100.44.63819 > 10.12.19.23.9: UDP, length 0
11:39:02.544646 IP 10.12.100.44.63819 > 10.12.19.23.55544: UDP, length 0
11:39:02.544666 IP 10.12.100.44.63819 > 10.12.19.23.19662: UDP, length 0
11:39:02.547506 IP 10.12.100.44.63819 > 10.12.19.23.1434: UDP, length 0
11:39:02.566622 IP 10.12.100.44.63818 > 10.12.19.23.402: UDP, length 0
11:39:02.579954 IP 10.12.100.44.63818 > 10.12.19.23.20742: UDP, length 0
11:39:02.583233 IP 10.12.100.44.63818 > 10.12.19.23.17605: UDP, length 0
11:39:02.585343 IP 10.12.100.44.63818 > 10.12.19.23.518: UDP, length 0
11:39:02.587806 IP 10.12.100.44.63818 > 10.12.19.23.21167: UDP, length 0
11:39:02.590134 IP 10.12.100.44.63818 > 10.12.19.23.44946: UDP, length 0
11:39:02.592444 IP 10.12.100.44.63818 > 10.12.19.23.2051: UDP, length 0
11:39:02.594964 IP 10.12.100.44.63818 > 10.12.19.23.1646:  [|radius]
11:39:02.594970 IP 10.12.100.44.63818 > 10.12.19.23.17184: UDP, length 0
11:39:02.597531 IP 10.12.100.44.63818 > 10.12.19.23.17332: UDP, length 0
11:39:02.616732 IP 10.12.100.44.63819 > 10.12.19.23.402: UDP, length 0
11:39:02.630226 IP 10.12.100.44.63819 > 10.12.19.23.20742: UDP, length 0
11:39:02.633664 IP 10.12.100.44.63819 > 10.12.19.23.17605: UDP, length 0
11:39:02.636093 IP 10.12.100.44.63819 > 10.12.19.23.518: UDP, length 0
11:39:02.638392 IP 10.12.100.44.63819 > 10.12.19.23.21167: UDP, length 0
11:39:02.640949 IP 10.12.100.44.63819 > 10.12.19.23.44946: UDP, length 0
11:39:02.643268 IP 10.12.100.44.63819 > 10.12.19.23.2051: UDP, length 0
11:39:02.645351 IP 10.12.100.44.63819 > 10.12.19.23.17184: UDP, length 0
11:39:02.645364 IP 10.12.100.44.63819 > 10.12.19.23.1646:  [|radius]
11:39:02.647861 IP 10.12.100.44.63819 > 10.12.19.23.17332: UDP, length 0
11:39:02.666825 IP 10.12.100.44.63818 > 10.12.19.23.1645: RADIUS, Access-Request (1), id: 0x00 length: 20
11:39:02.681042 IP 10.12.100.44.63818 > 10.12.19.23.16711: UDP, length 0
11:39:02.683712 IP 10.12.100.44.63818 > 10.12.19.23.623: UDP, length 0
11:39:02.686154 IP 10.12.100.44.63818 > 10.12.19.23.49155: UDP, length 0
11:39:02.688415 IP 10.12.100.44.63818 > 10.12.19.23.21212: UDP, length 0
11:39:02.691015 IP 10.12.100.44.63818 > 10.12.19.23.445: UDP, length 0
11:39:02.693228 IP 10.12.100.44.63818 > 10.12.19.23.18258: UDP, length 0
11:39:02.695430 IP 10.12.100.44.63818 > 10.12.19.23.49194: UDP, length 0
11:39:02.695438 IP 10.12.100.44.63818 > 10.12.19.23.17236: UDP, length 0
11:39:02.697953 IP 10.12.100.44.63818 > 10.12.19.23.780: UDP, length 0
11:39:02.717259 IP 10.12.100.44.63819 > 10.12.19.23.1645: RADIUS, Access-Request (1), id: 0x00 length: 20
11:39:02.731261 IP 10.12.100.44.63819 > 10.12.19.23.16711: UDP, length 0
11:39:02.733911 IP 10.12.100.44.63819 > 10.12.19.23.623: UDP, length 0
11:39:02.736399 IP 10.12.100.44.63819 > 10.12.19.23.49155: UDP, length 0
11:39:02.738723 IP 10.12.100.44.63819 > 10.12.19.23.21212: UDP, length 0
11:39:02.741309 IP 10.12.100.44.63819 > 10.12.19.23.445: UDP, length 0
11:39:02.743522 IP 10.12.100.44.63819 > 10.12.19.23.18258: UDP, length 0
11:39:02.745721 IP 10.12.100.44.63819 > 10.12.19.23.17236: UDP, length 0
11:39:02.745728 IP 10.12.100.44.63819 > 10.12.19.23.49194: UDP, length 0
11:39:02.748335 IP 10.12.100.44.63819 > 10.12.19.23.780: UDP, length 0
11:39:02.767398 IP 10.12.100.44.63818 > 10.12.19.23.21948: UDP, length 0
11:39:02.782372 IP 10.12.100.44.63818 > 10.12.19.23.21923: UDP, length 0
11:39:02.784671 IP 10.12.100.44.63818 > 10.12.19.23.21800: UDP, length 0
11:39:02.786999 IP 10.12.100.44.63818 > 10.12.19.23.1050: UDP, length 0
11:39:02.789412 IP 10.12.100.44.63818 > 10.12.19.23.17814: UDP, length 0
11:39:02.791692 IP 10.12.100.44.63818 > 10.12.19.23.42508: UDP, length 0
11:39:02.793790 IP 10.12.100.44.63818 > 10.12.19.23.19683: UDP, length 0
11:39:02.796234 IP 10.12.100.44.63818 > 10.12.19.23.27899: UDP, length 0
11:39:02.796242 IP 10.12.100.44.63818 > 10.12.19.23.17185: UDP, length 64
11:39:02.798464 IP 10.12.100.44.63818 > 10.12.19.23.31059: UDP, length 0
11:39:02.817813 IP 10.12.100.44.63819 > 10.12.19.23.21948: UDP, length 0
11:39:02.832633 IP 10.12.100.44.63819 > 10.12.19.23.21923: UDP, length 0
11:39:02.834849 IP 10.12.100.44.63819 > 10.12.19.23.21800: UDP, length 0
11:39:02.837574 IP 10.12.100.44.63819 > 10.12.19.23.1050: UDP, length 0
11:39:02.839811 IP 10.12.100.44.63819 > 10.12.19.23.17814: UDP, length 0
11:39:02.842002 IP 10.12.100.44.63819 > 10.12.19.23.42508: UDP, length 0
11:39:02.844311 IP 10.12.100.44.63819 > 10.12.19.23.19683: UDP, length 0
11:39:02.846515 IP 10.12.100.44.63819 > 10.12.19.23.17185: UDP, length 64
11:39:02.846525 IP 10.12.100.44.63819 > 10.12.19.23.27899: UDP, length 0
11:39:02.848832 IP 10.12.100.44.63819 > 10.12.19.23.31059: UDP, length 0
11:39:02.868039 IP 10.12.100.44.63818 > 10.12.19.23.1045: UDP, length 0
11:39:02.882931 IP 10.12.100.44.63818 > 10.12.19.23.112: UDP, length 0
11:39:02.885229 IP 10.12.100.44.63818 > 10.12.19.23.42172: UDP, length 0
11:39:02.887597 IP 10.12.100.44.63818 > 10.12.19.23.49172: UDP, length 0
11:39:02.889854 IP 10.12.100.44.63818 > 10.12.19.23.30704: UDP, length 0
11:39:02.892324 IP 10.12.100.44.63818 > 10.12.19.23.1047: UDP, length 0
11:39:02.894523 IP 10.12.100.44.63818 > 10.12.19.23.61370: UDP, length 0
11:39:02.897044 IP 10.12.100.44.63818 > 10.12.19.23.21282: UDP, length 0
11:39:02.897053 IP 10.12.100.44.63818 > 10.12.19.23.1043: UDP, length 0
11:39:02.899344 IP 10.12.100.44.63818 > 10.12.19.23.18582: UDP, length 0
11:39:02.918277 IP 10.12.100.44.63819 > 10.12.19.23.1045: UDP, length 0
11:39:02.933346 IP 10.12.100.44.63819 > 10.12.19.23.112: UDP, length 0
11:39:02.935978 IP 10.12.100.44.63819 > 10.12.19.23.42172: UDP, length 0
11:39:02.938332 IP 10.12.100.44.63819 > 10.12.19.23.49172: UDP, length 0
11:39:02.940668 IP 10.12.100.44.63819 > 10.12.19.23.30704: UDP, length 0
11:39:02.943009 IP 10.12.100.44.63819 > 10.12.19.23.1047: UDP, length 0
11:39:02.945376 IP 10.12.100.44.63819 > 10.12.19.23.61370: UDP, length 0
11:39:02.947748 IP 10.12.100.44.63819 > 10.12.19.23.1043: UDP, length 0
11:39:02.947768 IP 10.12.100.44.63819 > 10.12.19.23.21282: UDP, length 0
11:39:02.949999 IP 10.12.100.44.63819 > 10.12.19.23.18582: UDP, length 0
11:39:02.968458 IP 10.12.100.44.63818 > 10.12.19.23.44923: UDP, length 0
11:39:02.984578 IP 10.12.100.44.63818 > 10.12.19.23.20262: UDP, length 0
11:39:02.987028 IP 10.12.100.44.63818 > 10.12.19.23.49204: UDP, length 0
11:39:02.989544 IP 10.12.100.44.63818 > 10.12.19.23.20876: UDP, length 0
11:39:02.991941 IP 10.12.100.44.63818 > 10.12.19.23.135: UDP, length 0
11:39:02.994198 IP 10.12.100.44.63818 > 10.12.19.23.664: UDP, length 0
11:39:02.996599 IP 10.12.100.44.63818 > 10.12.19.23.1014: UDP, length 0
11:39:02.998905 IP 10.12.100.44.63818 > 10.12.19.23.34861: UDP, length 0
11:39:02.998912 IP 10.12.100.44.63818 > 10.12.19.23.774: UDP, length 0
11:39:03.001324 IP 10.12.100.44.63818 > 10.12.19.23.9370: UDP, length 0
11:39:03.018833 IP 10.12.100.44.63819 > 10.12.19.23.44923: UDP, length 0
11:39:03.034597 IP 10.12.100.44.63819 > 10.12.19.23.20262: UDP, length 0
11:39:03.037119 IP 10.12.100.44.63819 > 10.12.19.23.49204: UDP, length 0
11:39:03.040027 IP 10.12.100.44.63819 > 10.12.19.23.20876: UDP, length 0
11:39:03.042357 IP 10.12.100.44.63819 > 10.12.19.23.135: UDP, length 0
11:39:03.044715 IP 10.12.100.44.63819 > 10.12.19.23.664: UDP, length 0
11:39:03.047045 IP 10.12.100.44.63819 > 10.12.19.23.1014: UDP, length 0
11:39:03.049400 IP 10.12.100.44.63819 > 10.12.19.23.774: UDP, length 0
11:39:03.049408 IP 10.12.100.44.63819 > 10.12.19.23.34861: UDP, length 0
11:39:03.051757 IP 10.12.100.44.63819 > 10.12.19.23.9370: UDP, length 0
11:39:03.069975 IP 10.12.100.44.63818 > 10.12.19.23.1013: UDP, length 0
11:39:03.085153 IP 10.12.100.44.63818 > 10.12.19.23.20359: UDP, length 0
11:39:03.087498 IP 10.12.100.44.63818 > 10.12.19.23.123: NTPv4, Client, length 48
11:39:03.090151 IP 10.12.100.44.63818 > 10.12.19.23.16086: UDP, length 0
11:39:03.092644 IP 10.12.100.44.63818 > 10.12.19.23.138: 
11:39:03.095000 IP 10.12.100.44.63818 > 10.12.19.23.30365: UDP, length 0
11:39:03.097336 IP 10.12.100.44.63818 > 10.12.19.23.515: UDP, length 0
11:39:03.099742 IP 10.12.100.44.63818 > 10.12.19.23.17673: UDP, length 0
11:39:03.099749 IP 10.12.100.44.63818 > 10.12.19.23.17585: UDP, length 0
11:39:03.102218 IP 10.12.100.44.63818 > 10.12.19.23.49195: UDP, length 0
11:39:03.120225 IP 10.12.100.44.63819 > 10.12.19.23.1013: UDP, length 0
11:39:03.135650 IP 10.12.100.44.63819 > 10.12.19.23.20359: UDP, length 0
11:39:03.137885 IP 10.12.100.44.63819 > 10.12.19.23.123: NTPv4, Client, length 48
11:39:03.140507 IP 10.12.100.44.63819 > 10.12.19.23.16086: UDP, length 0
11:39:03.142931 IP 10.12.100.44.63819 > 10.12.19.23.138: 
11:39:03.145258 IP 10.12.100.44.63819 > 10.12.19.23.30365: UDP, length 0
11:39:03.147652 IP 10.12.100.44.63819 > 10.12.19.23.515: UDP, length 0
11:39:03.149894 IP 10.12.100.44.63819 > 10.12.19.23.17585: UDP, length 0
11:39:03.149901 IP 10.12.100.44.63819 > 10.12.19.23.17673: UDP, length 0
11:39:03.152149 IP 10.12.100.44.63819 > 10.12.19.23.49195: UDP, length 0
11:39:03.170289 IP 10.12.100.44.63818 > 10.12.19.23.9020: UDP, length 0
11:39:03.185769 IP 10.12.100.44.63818 > 10.12.19.23.18319: UDP, length 0
11:39:03.188109 IP 10.12.100.44.63818 > 10.12.19.23.31625: UDP, length 0
11:39:03.190775 IP 10.12.100.44.63818 > 10.12.19.23.3130: UDP, length 0
11:39:03.193437 IP 10.12.100.44.63818 > 10.12.19.23.47765: UDP, length 0
11:39:03.195901 IP 10.12.100.44.63818 > 10.12.19.23.25541: UDP, length 0
11:39:03.198260 IP 10.12.100.44.63818 > 10.12.19.23.502: UDP, length 0
11:39:03.200591 IP 10.12.100.44.63818 > 10.12.19.23.19: UDP, length 0
11:39:03.200710 IP 10.12.100.44.63818 > 10.12.19.23.44334: UDP, length 0
11:39:03.203164 IP 10.12.100.44.63818 > 10.12.19.23.36206: UDP, length 0
